Year,Month,State,MWh
2012,12,OR,300.71
2012,12,PA,1451.14
2012,12,TN,1666.73
2012,12,TX,14886.14
2012,12,US-Total,348772.12
2012,12,UT,161.64
2012,12,VT,548.72
2012,12,WA,23.0
2013,1,AZ,91628.49
2013,1,CA,64635.97
2013,1,CO,14627.24
2013,1,DE,2038.01
2013,1,FL,10978.97
2013,1,GA,209.61
2013,1,HI,658.59
2013,1,IL,1763.37
2013,1,IN,317.39
2013,1,MA,2836.15
2013,1,MD,2228.75
2013,1,MN,91.55
2013,1,NC,10329.8
2013,1,NJ,21969.56
2013,1,NM,24877.54
2013,1,NV,42362.71
2013,1,NY,3653.23
2013,1,OH,1629.78
2013,1,OR,370.71
2013,1,PA,3423.51
2013,1,TN,689.99
2013,1,TX,7891.89
2013,1,US-Total,309823.86
2013,1,UT,103.46
2013,1,VT,463.61
2013,1,WA,44.0
2013,2,AZ,114721.46
2013,2,CA,130177.71
2013,2,CO,16725.02
2013,2,DE,2809.8
2013,2,FL,15152.72
2013,2,GA,288.99
2013,2,HI,956.22
2013,2,IL,2560.26
2013,2,IN,460.82
2013,2,MA,4463.63
2013,2,MD,3513.39
2013,2,MN,132.93
2013,2,NC,17305.37
2013,2,NJ,22618.86
2013,2,NM,26862.5
2013,2,NV,51496.83
2013,2,NY,3761.66
2013,2,OH,2353.2
2013,2,OR,759.24
2013,2,PA,3539.1
2013,2,TN,1001.8
2013,2,TX,10126.86
2013,2,US-Total,432642.62
2013,2,UT,127.14
2013,2,VT,673.13
2013,2,WA,54.0
2013,3,AZ,139816.69
2013,3,CA,228316.16
2013,3,CO,20748.06
2013,3,DE,3633.05
2013,3,FL,19595.39
2013,3,GA,373.67
2013,3,HI,1340.54
2013,3,IL,3589.29
2013,3,IN,825.13
2013,3,MA,6759.78
2013,3,MD,4542.78
2013,3,MN,186.35
2013,3,NC,23905.5
2013,3,NJ,35245.89
2013,3,NM,34032.12
2013,3,NV,63155.9
2013,3,NY,5739.23
2013,3,OH,3270.75
2013,3,OR,1292.76
2013,3,PA,5390.49
2013,3,TN,1404.45
2013,3,TX,15074.71
2013,3,US-Total,619399.01
2013,3,UT,152.66
2013,3,VT,943.67
2013,3,WA,64.0
2013,4,AZ,159315.12
2013,4,CA,239255.36
2013,4,CO,20146.63
2013,4,DE,3117.38
2013,4,FL,16813.05
2013,4,GA,320.63
2013,4,HI,1447.33
2013,4,IL,3875.22
2013,4,IN,890.87
2013,4,MA,7282.48
2013,4,MD,3897.98
2013,4,MN,201.2
2013,4,NC,20738.87
2013,4,NJ,48806.96
2013,4,NM,32651.27
2013,4,NV,72939.79
2013,4,NY,7773.64
2013,4,OH,3526.56
2013,4,OR,1363.12
2013,4,PA,7309.62
2013,4,TN,1516.33
2013,4,TX,12278.38
2013,4,US-Total,666738.79
2013,4,UT,172.16
2013,4,VT,1018.85
2013,4,WA,80.0
2013,5,AZ,180304.39
2013,5,CA,267356.38
2013,5,CO,24829.62
2013,5,DE,4582.99
2013,5,FL,24730.35
2013,5,GA,471.37
2013,5,HI,1639.09
2013,5,IL,4388.66
2013,5,IN,1008.9
2013,5,MA,8214.53
2013,5,MD,5730.59
2013,5,MN,227.85
2013,5,NC,31851.27
2013,5,NJ,44274.6
2013,5,NM,36823.88
2013,5,NV,79040.59
2013,5,NY,6963.67
2013,5,OH,3979.21
2013,5,OR,1533.81
2013,5,PA,6588.16
2013,5,RI,187.44
2013,5,TN,1717.24
2013,5,TX,14858.25
2013,5,US-Total,752706.49
2013,5,UT,192.85
2013,5,VT,1153.83
2013,5,WA,57.0
2013,6,AZ,199431.47
2013,6,CA,355785.46
2013,6,CO,25330.12
2013,6,DE,4627.36
2013,6,FL,24970.97
2013,6,GA,475.93
2013,6,HI,1892.76
2013,6,IL,5067.85
2013,6,IN,1165.04
2013,6,MA,9571.54
2013,6,MD,5786.06
2013,6,MN,263.12
2013,6,NC,33836.21
2013,6,NJ,45640.25
2013,6,NM,35900.6
2013,6,NV,80281.45
2013,6,NY,7172.25
2013,6,OH,4538.09
2013,6,OR,1954.51
2013,6,PA,6796.19
2013,6,RI,216.45
2013,6,TN,1982.99
2013,6,TX,16407.91
2013,6,US-Total,870685.02
2013,6,UT,206.05
2013,6,VT,1332.4
2013,6,WA,52.0
2013,7,AZ,193730.76
2013,7,CA,344616.75
2013,7,CO,24197.48
2013,7,DE,4317.27
2013,7,FL,23301.06
2013,7,GA,444.04
2013,7,HI,1761.89
2013,7,IL,4717.45
2013,7,IN,1084.48
2013,7,MA,9322.7
2013,7,MD,5398.32
2013,7,MN,244.92
2013,7,NC,33915.08
2013,7,NJ,44007.93
2013,7,NM,35169.93
2013,7,NV,62401.05
2013,7,NY,6869.38
2013,7,OH,4220.5
2013,7,OR,1844.47
2013,7,PA,6538.72
2013,7,RI,201.49
2013,7,TN,1845.89
2013,7,TX,17162.44
2013,7,US-Total,828847.27
2013,7,UT,187.99
2013,7,VT,1240.28
2013,7,WA,105.0
2013,8,AZ,189527.49
2013,8,CA,471246.48
2013,8,CO,24237.9
2013,8,DE,4371.26
2013,8,FL,21162.13
2013,8,GA,403.44
2013,8,HI,2043.8
2013,8,IL,5472.27
2013,8,IN,1258.01
2013,8,MA,11170.32
2013,8,MD,4904.79
2013,8,MN,284.11
2013,8,NC,31695.13
2013,8,NJ,38366.02
2013,8,NM,34577.71
2013,8,NV,62454.94
2013,8,NY,6027.09
2013,8,OH,4884.18
2013,8,OR,2481.86
2013,8,PA,5729.93
2013,8,RI,233.72
2013,8,TN,2141.24
2013,8,TX,17706.66
2013,8,US-Total,944091.74
2013,8,UT,185.53
2013,8,VT,1438.73
2013,8,WA,87.0
2013,9,AZ,201620.36
2013,9,CA,459753.45
2013,9,CO,22414.93
2013,9,DE,4566.47
2013,9,FL,17217.42
2013,9,GA,421.46
2013,9,HI,2036.59
2013,9,IL,5452.95
2013,9,IN,1253.57
2013,9,MA,11091.03
2013,9,MD,9081.81
2013,9,MN,283.11
2013,9,NC,35528.28
2013,9,NJ,42944.02
2013,9,NM,33087.25
2013,9,NV,62074.0
2013,9,NY,6541.48
2013,9,OH,4849.23
2013,9,OR,2412.43
2013,9,PA,6257.66
2013,9,RI,232.9
2013,9,TN,2133.68
2013,9,TX,14882.95
2013,9,US-Total,948778.66
2013,9,UT,191.63
2013,9,VT,2380.01
2013,9,WA,70.0
2013,10,AZ,274208.21
2013,10,CA,408142.7
2013,10,CO,23255.21
2013,10,DE,4641.9
2013,10,FL,19093.9
2013,10,GA,428.42
2013,10,HI,2144.65
2013,10,IL,5742.29
2013,10,IN,1320.08
2013,10,MA,12745.47
2013,10,MD,7942.46
2013,10,MN,298.13
2013,10,NC,40423.55
2013,10,NJ,40971.34
2013,10,NM,37678.7
2013,10,NV,71700.87
2013,10,NY,5541.93
2013,10,OH,4997.81
2013,10,OR,2135.88
2013,10,PA,5064.69
2013,10,RI,245.26
2013,10,TN,2246.9
2013,10,TX,13732.26
2013,10,US-Total,987533.41
2013,10,UT,250.53
2013,10,VT,2506.3
2013,10,WA,74.0
2013,11,AZ,184792.01
2013,11,CA,409233.07
2013,11,CO,15963.93
2013,11,DE,2976.01
2013,11,FL,7885.83
2013,11,GA,4677.9
2013,11,HI,1762.62
2013,11,IL,4719.4
2013,11,IN,9934.54
2013,11,MA,10450.67
2013,11,MD,5685.25
2013,11,MN,245.03
2013,11,NC,30437.64
2013,11,NJ,30819.15
2013,11,NM,28344.95
2013,11,NV,48984.94
2013,11,NY,4107.72
2013,11,OH,4039.06
2013,11,OR,2125.89
2013,11,PA,3791.98
2013,11,RI,201.57
2013,11,TN,1846.65
2013,11,TX,9057.97
2013,11,US-Total,824352.18
2013,11,UT,167.57
2013,11,VT,2059.84
2013,11,WA,41.0
2013,12,AZ,182342.21
2013,12,CA,435205.31
2013,12,CO,15976.33
2013,12,CT,0.0
2013,12,DE,3045.51
2013,12,FL,9000.2
2013,12,GA,5981.85
2013,12,HI,1781.89
2013,12,IL,4771.01
2013,12,IN,11021.18
2013,12,MA,12548.72
2013,12,MD,4773.22
2013,12,MN,247.7
2013,12,NC,34696.09
2013,12,NJ,21744.21
2013,12,NM,28034.75
2013,12,NV,48488.94
2013,12,NY,2865.89
2013,12,OH,4021.17
2013,12,OR,2218.34
2013,12,PA,2675.75
2013,12,RI,487.77
2013,12,SC,115.0
2013,12,TN,1866.84
2013,12,TX,13832.65
2013,12,US-Total,850021.34
2013,12,UT,162.42
2013,12,VT,2082.37
2013,12,WA,34.0
2014,1,AZ,185578.77
2014,1,CA,388107.97
2014,1,CO,15613.49
2014,1,CT,632.71
2014,1,DE,2803.73
2014,1,FL,10503.03
2014,1,GA,7968.55
2014,1,HI,1675.47
2014,1,IL,2690.0
2014,1,IN,5853.03
2014,1,MA,14693.58
2014,1,MD,5351.51
2014,1,MN,215.12
2014,1,NC,38680.99
2014,1,NJ,29323.31
2014,1,NM,25934.45
2014,1,NV,51628.08
2014,1,NY,3237.19
2014,1,OH,2590.68
2014,1,OR,1626.29
2014,1,PA,3162.32
2014,1,RI,873.14
2014,1,SC,316.36
2014,1,TN,902.72
2014,1,TX,14819.19
2014,1,US-Total,816253.85
2014,1,UT,106.84
2014,1,VT,1334.34
2014,1,WA,31.0
2014,2,AZ,188991.18
2014,2,CA,435554.99
2014,2,CO,17709.88
2014,2,CT,659.21
2014,2,DE,3287.93
2014,2,FL,15411.14
2014,2,GA,7958.53
2014,2,HI,1940.58
2014,2,IL,3350.61
2014,2,IN,6235.55
2014,2,MA,16185.72
2014,2,MD,6275.1
2014,2,MN,224.13
2014,2,NC,42805.28
2014,2,NJ,35822.68
2014,2,NM,27453.96
2014,2,NV,54169.03
2014,2,NY,4545.84
2014,2,OH,3221.95
2014,2,OR,1769.72
2014,2,PA,4252.6
2014,2,RI,909.71
2014,2,SC,329.6
2014,2,TN,1323.7
2014,2,TX,13979.5
2014,2,US-Total,896035.78
2014,2,UT,134.77
2014,2,VT,1502.91
2014,2,WA,30.0
2014,3,AZ,269443.17
2014,3,CA,729313.22
2014,3,CO,23981.66
2014,3,CT,1017.58
2014,3,DE,5074.43
2014,3,FL,21125.99
2014,3,GA,11454.11
2014,3,HI,3170.89
2014,3,IL,5265.41
2014,3,IN,11305.68
2014,3,MA,25345.68
2014,3,MD,9521.18
2014,3,MN,345.98
2014,3,MO,569.85
2014,3,NC,68091.5
2014,3,NJ,56957.58
2014,3,NM,39360.38
2014,3,NV,78185.4
2014,3,NY,6736.24
2014,3,OH,5171.01
2014,3,OR,2616.66
2014,3,PA,7021.89
2014,3,RI,1404.26
2014,3,SC,508.79
2014,3,TN,2233.32
2014,3,TX,24425.73
2014,3,US-Total,1412239.6
2014,3,UT,213.09
2014,3,VT,2308.91
2014,3,WA,70.0
2014,4,AZ,288518.97
2014,4,CA,877334.7
2014,4,CO,24641.58
2014,4,CT,1135.06
2014,4,DE,5836.24
2014,4,FL,20821.79
2014,4,GA,12474.73
2014,4,HI,3712.62
2014,4,IL,6137.36
2014,4,IN,13313.12
2014,4,MA,32885.95
2014,4,MD,11070.69
2014,4,MN,385.92
2014,4,MO,635.63
2014,4,NC,80696.91
2014,4,NJ,66082.94
2014,4,NM,43442.78
2014,4,NV,83415.35
2014,4,NY,8104.25
2014,4,OH,6064.37
2014,4,OR,2953.47
2014,4,PA,8324.5
2014,4,RI,1566.38
2014,4,SC,567.53
2014,4,TN,2677.35
2014,4,TX,27609.68
2014,4,US-Total,1633377.28
2014,4,UT,249.0
2014,4,VT,2629.41
2014,4,WA,89.0
2014,5,AZ,333585.72
2014,5,CA,1005613.6
2014,5,CO,27421.94
2014,5,CT,1268.34
2014,5,DE,6470.65
2014,5,FL,26713.54
2014,5,GA,13988.46
2014,5,HI,4082.53
2014,5,IL,6773.47
2014,5,IN,14852.53
2014,5,MA,43089.1
2014,5,MD,12564.18
2014,5,MN,431.23
2014,5,MO,710.27
2014,5,NC,90424.93
2014,5,NJ,72960.4
2014,5,NM,53167.7
2014,5,NV,97266.6
2014,5,NY,8111.84
2014,5,OH,6673.54
2014,5,OR,3300.17
2014,5,PA,9119.94
2014,5,RI,1750.3
2014,5,SC,634.17
2014,5,TN,2921.37
2014,5,TX,28467.21
2014,5,US-Total,1875659.71
2014,5,UT,274.53
2014,5,VT,2923.49
2014,5,WA,98.0
2014,6,AZ,337895.63
2014,6,CA,1092433.79
2014,6,CO,29930.02
2014,6,CT,1340.19
2014,6,DE,7070.63
2014,6,FL,23695.12
2014,6,GA,13880.96
2014,6,HI,4716.15
2014,6,IL,7598.42
2014,6,IN,18244.94
2014,6,MA,51105.99
2014,6,MD,13485.96
2014,6,MN,455.66
2014,6,MO,2063.88
2014,6,NC,103113.15
2014,6,NJ,83397.17
2014,6,NM,66654.62
2014,6,NV,109594.23
2014,6,NY,8850.99
2014,6,OH,7635.98
2014,6,OR,3422.72
2014,6,PA,10731.1
2014,6,RI,1849.46
2014,6,SC,670.09
2014,6,TN,3517.35
2014,6,TX,29366.15
2014,6,US-Total,2036272.64
2014,6,UT,310.0
2014,6,VT,3150.31
2014,6,WA,92.0
2014,7,AZ,310769.87
2014,7,CA,990472.6
2014,7,CO,25876.57
2014,7,CT,1203.72
2014,7,DE,6176.37
2014,7,FL,23189.52
2014,7,GA,12991.16
2014,7,HI,3941.32
2014,7,IL,6498.38
2014,7,IN,16285.26
2014,7,MA,46236.23
2014,7,MD,12193.54
2014,7,MN,409.26
2014,7,MO,1853.72
2014,7,NC,92950.69
2014,7,NJ,72919.61
2014,7,NM,59184.64
2014,7,NV,96519.05
2014,7,NY,8425.87
2014,7,OH,6428.67
2014,7,OR,3118.49
2014,7,PA,8836.35
2014,7,RI,1661.13
2014,7,SC,601.86
2014,7,TN,2844.08
2014,7,TX,29773.35
2014,7,US-Total,1844481.49
2014,7,UT,263.73
2014,7,VT,2783.47
2014,7,WA,73.0
2014,8,AZ,290980.45
2014,8,CA,1064335.87
2014,8,CO,28437.94
2014,8,CT,1178.53
2014,8,DE,5994.62
2014,8,FL,24227.6
2014,8,GA,13004.86
2014,8,HI,6555.43
2014,8,IL,6240.9
2014,8,IN,16537.45
2014,8,MA,45897.1
2014,8,MD,11861.05
2014,8,MN,400.7
2014,8,MO,1814.94
2014,8,NC,92398.59
2014,8,NJ,69878.2
2014,8,NM,58819.99
2014,8,NV,103011.93
2014,8,NY,8180.26
2014,8,OH,6115.95
2014,8,OR,3094.71
2014,8,PA,8297.22
2014,8,RI,1626.38
2014,8,SC,589.27
2014,8,TN,2642.88
2014,8,TX,38936.28
2014,8,US-Total,1914066.6
2014,8,UT,252.53
2014,8,VT,2713.98
2014,8,WA,41.0
2014,9,AZ,287424.35
2014,9,CA,1045279.46
2014,9,CO,23904.04
2014,9,CT,1212.08
2014,9,DE,5541.41
2014,9,FL,21358.01
2014,9,GA,11595.06
2014,9,HI,6484.11
2014,9,IL,5678.35
2014,9,IN,16880.71
2014,9,MA,50164.38
2014,9,MD,10842.36
2014,9,MN,412.11
2014,9,MO,1866.61
2014,9,NC,99447.49
2014,9,NJ,67504.13
2014,9,NM,52783.66
2014,9,NV,104281.64
2014,9,NY,7017.3
2014,9,OH,5651.29
2014,9,OR,2821.83
2014,9,PA,7741.35
2014,9,RI,1672.68
2014,9,SC,606.04
2014,9,TN,2453.25
2014,9,TX,27266.18
2014,9,US-Total,1871264.66
2014,9,UT,230.18
2014,9,VT,3062.62
2014,9,WA,82.0
2014,10,AZ,263549.43
2014,10,CA,929166.91
2014,10,CO,21829.37
2014,10,CT,999.4
2014,10,DE,4534.55
2014,10,FL,26310.38
2014,10,GA,11298.57
2014,10,HI,5067.23
2014,10,IL,4417.6
2014,10,IN,13787.93
2014,10,MA,40625.64
2014,10,MD,8594.73
2014,10,MN,339.8
2014,10,MO,1539.08
2014,10,NC,84216.47
2014,10,NJ,51401.38
2014,10,NM,51585.65
2014,10,NV,104259.14
2014,10,NY,5122.91
2014,10,OH,4252.16
2014,10,OR,2577.97
2014,10,PA,5314.2
2014,10,RI,1379.18
2014,10,SC,499.7
2014,10,TN,1557.48
2014,10,TX,32074.28
2014,10,US-Total,1679503.74
2014,10,UT,176.09
2014,10,VT,2978.52
2014,10,WA,48.0
2014,11,AZ,201240.08
2014,11,CA,768633.86
2014,11,CO,16932.75
2014,11,CT,778.16
2014,11,DE,3564.21
2014,11,FL,13695.91
2014,11,GA,8728.86
2014,11,HI,4180.79
2014,11,IL,3661.54
2014,11,IN,10843.38
2014,11,MA,32248.17
2014,11,MD,6856.79
2014,11,MN,264.58
2014,11,MO,1198.37
2014,11,NC,71130.52
2014,11,NJ,44786.61
2014,11,NM,36854.21
2014,11,NV,85791.28
2014,11,NY,4770.12
2014,11,OH,3807.74
2014,11,OR,1805.51
2014,11,PA,5018.1
2014,11,RI,1073.87
2014,11,SC,389.08
2014,11,TN,4053.3
2014,11,TX,22641.63
2014,11,US-Total,1357452.86
2014,11,UT,148.53
2014,11,VT,2309.94
2014,11,WA,45.0
2014,12,AZ,143447.77
2014,12,CA,564701.04
2014,12,CO,11724.51
2014,12,CT,513.3
2014,12,DE,2242.77
2014,12,FL,14212.53
2014,12,GA,6417.68
2014,12,HI,2566.15
2014,12,IL,2163.31
2014,12,IN,8735.48
2014,12,MA,20711.88
2014,12,MD,4207.81
2014,12,MN,174.52
2014,12,MO,790.48
2014,12,NC,58349.28
2014,12,NJ,26392.3
2014,12,NM,27718.32
2014,12,NV,59499.89
2014,12,NY,2923.69
2014,12,OH,2192.59
2014,12,OR,1278.21
2014,12,PA,2604.6
2014,12,RI,708.36
2014,12,SC,256.65
2014,12,TN,4000.7
2014,12,TX,14695.25
2014,12,US-Total,984845.9
2014,12,UT,86.18
2014,12,VT,1500.67
2014,12,WA,30.0
2015,1,AZ,152850
2015,1,CA,680347
2015,1,CO,11846
2015,1,CT,828
2015,1,DE,2498
2015,1,FL,11645
2015,1,GA,7721
2015,1,HI,2254
2015,1,IL,2317
2015,1,IN,7081
2015,1,MA,19960
2015,1,MD,4708
2015,1,MN,129
2015,1,MO,646
2015,1,NC,63260
2015,1,NJ,34037
2015,1,NM,32574
2015,1,NV,82070
2015,1,NY,4738
2015,1,OH,2656
2015,1,OR,1156
2015,1,PA,3498
2015,1,RI,641
2015,1,SC,222
2015,1,TN,3615
2015,1,TX,19569
2015,1,US-Total,1155351
2015,1,UT,108
2015,1,VT,2280
2015,1,WA,29
2015,1,WI,67
2015,2,AZ,213116
2015,2,CA,893179
2015,2,CO,16870
2015,2,CT,1064
2015,2,DE,2049
2015,2,FL,6764
2015,2,GA,8586
2015,2,HI,2897
2015,2,IL,2978
2015,2,IN,9100
2015,2,KS,116
2015,2,MA,25651
2015,2,MD,7067
2015,2,MN,165
2015,2,MO,830
2015,2,NC,51879
2015,2,NJ,37978
2015,2,NM,44972
2015,2,NV,115628
2015,2,NY,5266
2015,2,OH,3413
2015,2,OR,1457
2015,2,PA,3883
2015,2,RI,822
2015,2,SC,182
2015,2,TN,4646
2015,2,TX,19782
2015,2,US-Total,1483554
2015,2,UT,151
2015,2,VT,2930
2015,2,WA,46
2015,2,WI,86
2015,3,AZ,287200
2015,3,CA,1256467
2015,3,CO,23860
2015,3,CT,1519
2015,3,DE,3730
2015,3,FL,18955
2015,3,GA,9417
2015,3,HI,4135
2015,3,IL,4252
2015,3,IN,12990
2015,3,KS,165
2015,3,MA,37675
2015,3,MD,6681
2015,3,MN,236
2015,3,MO,1185
2015,3,NC,95329
2015,3,NJ,48824
2015,3,NM,52698
2015,3,NV,149565
2015,3,NY,6859
2015,3,OH,4872
2015,3,OR,2135
2015,3,PA,4973
2015,3,RI,1168
2015,3,SC,331
2015,3,TN,6633
2015,3,TX,25265
2015,3,US-Total,2072257
2015,3,UT,760
2015,3,VT,4183
2015,3,WA,72
2015,3,WI,123
2015,4,AZ,350940
2015,4,CA,1419383
2015,4,CO,23820
2015,4,CT,1729
2015,4,DE,4240
2015,4,FL,20595
2015,4,GA,10172
2015,4,HI,4707
2015,4,IL,4840
2015,4,IN,14787
2015,4,KS,188
2015,4,MA,42885
2015,4,MD,10889
2015,4,MI,102
2015,4,MN,269
2015,4,MO,1349
2015,4,NC,110327
2015,4,NJ,62519
2015,4,NM,61811
2015,4,NV,168250
2015,4,NY,9380
2015,4,OH,5546
2015,4,OR,2396
2015,4,PA,6401
2015,4,RI,1329
2015,4,SC,376
2015,4,TN,7550
2015,4,TX,26446
2015,4,US-Total,2379118
2015,4,UT,899
2015,4,VT,4761
2015,4,WA,92
2015,4,WI,141
2015,5,AZ,361792
2015,5,CA,1464232
2015,5,CO,22078
2015,5,CT,1736
2015,5,DE,6017
2015,5,FL,29189
2015,5,GA,13417
2015,5,HI,4725
2015,5,IL,4858
2015,5,IN,14843
2015,5,KS,189
2015,5,MA,44571
2015,5,MD,13804
2015,5,MI,102
2015,5,MN,270
2015,5,MO,1354
2015,5,NC,159804
2015,5,NJ,71384
2015,5,NM,65129
2015,5,NV,156742
2015,5,NY,11122
2015,5,OH,5567
2015,5,OR,2409
2015,5,PA,7338
2015,5,RI,1341
2015,5,SC,520
2015,5,TN,7579
2015,5,TX,26144
2015,5,US-Total,2504149
2015,5,UT,880
2015,5,VT,4780
2015,5,WA,93
2015,5,WI,141
2015,6,AZ,359569
2015,6,CA,1515096
2015,6,CO,25521
2015,6,CT,1798
2015,6,DE,5609
2015,6,FL,28174
2015,6,GA,12331
2015,6,HI,4895
2015,6,IL,5033
2015,6,IN,15500
2015,6,KS,196
2015,6,MA,46162
2015,6,MD,11019
2015,6,MI,106
2015,6,MN,280
2015,6,MO,1887
2015,6,NC,150787
2015,6,NJ,59872
2015,6,NM,61061
2015,6,NV,171830
2015,6,NY,9836
2015,6,OH,5768
2015,6,OR,2482
2015,6,PA,6069
2015,6,RI,1378
2015,6,SC,485
2015,6,TN,7852
2015,6,TX,40892
2015,6,US-Total,2557598
2015,6,UT,917
2015,6,VT,4952
2015,6,WA,98
2015,6,WI,146
2015,7,AZ,344952
2015,7,CA,1580634
2015,7,CO,21043
2015,7,CT,1821
2015,7,DE,6009
2015,7,FL,29885
2015,7,GA,12799
2015,7,HI,4957
2015,7,IL,5097
2015,7,IN,15854
2015,7,KS,198
2015,7,MA,48146
2015,7,MD,13067
2015,7,MI,107
2015,7,MN,283
2015,7,MO,1911
2015,7,NC,166682
2015,7,NJ,66672
2015,7,NM,58206
2015,7,NV,159353
2015,7,NY,10823
2015,7,OH,5841
2015,7,OR,2569
2015,7,PA,6784
2015,7,RI,1553
2015,7,SC,519
2015,7,TN,7951
2015,7,TX,46706
2015,7,US-Total,2627064
2015,7,UT,1377
2015,7,VT,5015
2015,7,WA,102
2015,7,WI,148
2015,8,AZ,369551
2015,8,CA,1611991
2015,8,CO,24287
2015,8,CT,1856
2015,8,DE,5358
2015,8,FL,27648
2015,8,GA,11501
2015,8,HI,6904
2015,8,IL,5342
2015,8,IN,16811
2015,8,KS,202
2015,8,MA,49047
2015,8,MD,14964
2015,8,MI,109
2015,8,MN,289
2015,8,MO,1948
2015,8,NC,156282
2015,8,NJ,72266
2015,8,NM,60059
2015,8,NV,156679
2015,8,NY,11393
2015,8,OH,5954
2015,8,OK,209
2015,8,OR,2600
2015,8,PA,7376
2015,8,RI,1578
2015,8,SC,463
2015,8,TN,8105
2015,8,TX,49606
2015,8,US-Total,2687553
2015,8,UT,1827
2015,8,VT,5111
2015,8,WA,89
2015,8,WI,151
2015,9,AZ,299610
2015,9,CA,1335612
2015,9,CO,22529
2015,9,CT,1536
2015,9,DE,3661
2015,9,FL,16999
2015,9,GA,9497
2015,9,HI,5713
2015,9,IL,4421
2015,9,IN,14269
2015,9,KS,167
2015,9,MA,40570
2015,9,MD,12576
2015,9,MI,201
2015,9,MN,239
2015,9,MO,1748
2015,9,NC,108513
2015,9,NJ,60884
2015,9,NM,52443
2015,9,NV,144764
2015,9,NY,9716
2015,9,OH,4966
2015,9,OK,483
2015,9,OR,2145
2015,9,PA,6163
2015,9,RI,1302
2015,9,SC,316
2015,9,TN,6707
2015,9,TX,42517
2015,9,US-Total,2217124
2015,9,UT,2452
2015,9,VT,4230
2015,9,WA,51
2015,9,WI,125
2015,10,AZ,266814
2015,10,CA,1130985
2015,10,CO,17923
2015,10,CT,1311
2015,10,DE,3289
2015,10,FL,15258
2015,10,GA,9033
2015,10,HI,4877
2015,10,IL,3774
2015,10,IN,12409
2015,10,KS,143
2015,10,MA,35079
2015,10,MD,10405
2015,10,MI,171
2015,10,MN,204
2015,10,MO,1492
2015,10,NC,99509
2015,10,NJ,53142
2015,10,NM,44131
2015,10,NV,127820
2015,10,NY,9512
2015,10,OH,4239
2015,10,OK,337
2015,10,OR,1807
2015,10,PA,5384
2015,10,RI,1111
2015,10,SC,284
2015,10,TN,5726
2015,10,TX,36447
2015,10,US-Total,1909580
2015,10,UT,3188
2015,10,VT,3611
2015,10,WA,56
2015,10,WI,107
2015,11,AZ,246125
2015,11,CA,1050187
2015,11,CO,17846
2015,11,CT,1202
2015,11,DE,2421
2015,11,FL,11029
2015,11,GA,7997
2015,11,HI,4469
2015,11,IL,3458
2015,11,IN,12032
2015,11,KS,131
2015,11,MA,32458
2015,11,MD,8472
2015,11,MI,157
2015,11,MN,187
2015,11,MO,1367
2015,11,NC,75756
2015,11,NJ,38473
2015,11,NM,40462
2015,11,NV,123345
2015,11,NY,7106
2015,11,OH,3885
2015,11,OK,280
2015,11,OR,1674
2015,11,PA,3869
2015,11,RI,1151
2015,11,SC,209
2015,11,TN,5246
2015,11,TX,22275
2015,11,US-Total,1729661
2015,11,UT,2944
2015,11,VT,3309
2015,11,WA,43
2015,11,WI,98
2015,12,AR,927
2015,12,AZ,204088
2015,12,CA,876271
2015,12,CO,23748
2015,12,CT,1039
2015,12,DE,3629
2015,12,FL,7792
2015,12,GA,16981
2015,12,HI,3864
2015,12,IL,2990
2015,12,IN,10422
2015,12,KS,113
2015,12,MA,29161
2015,12,MD,5148
2015,12,MI,136
2015,12,MN,239
2015,12,MO,1182
2015,12,NC,135452
2015,12,NJ,21840
2015,12,NM,41332
2015,12,NV,101361
2015,12,NY,4776
2015,12,OH,3364
2015,12,OK,247
2015,12,OR,1378
2015,12,PA,2156
2015,12,RI,977
2015,12,SC,314
2015,12,TN,4537
2015,12,TX,45111
2015,12,US-Total,1569895
2015,12,UT,16356
2015,12,VT,2861
2015,12,WA,19
2015,12,WI,84
2016,1,AR,1473
2016,1,AZ,214251
2016,1,CA,715504
2016,1,CO,18580
2016,1,CT,770
2016,1,DE,2019
2016,1,FL,8996
2016,1,GA,25158
2016,1,HI,3312
2016,1,IL,1944
2016,1,IN,8597
2016,1,KS,84
2016,1,MA,23218
2016,1,MD,8680
2016,1,MI,180
2016,1,MN,235
2016,1,MO,973
2016,1,NC,168432
2016,1,NJ,50878
2016,1,NM,33424
2016,1,NV,117484
2016,1,NY,7678
2016,1,OH,2496
2016,1,OK,297
2016,1,OR,1200
2016,1,PA,4613
2016,1,RI,584
2016,1,SC,185
2016,1,TN,3125
2016,1,TX,43733
2016,1,US-Total,1485802
2016,1,UT,15412
2016,1,VT,2213
2016,1,WA,21
2016,1,WI,52
2016,2,AR,1811
2016,2,AZ,264515
2016,2,CA,1194776
2016,2,CO,26931
2016,2,CT,1541
2016,2,DE,2466
2016,2,FL,15544
2016,2,GA,33730
2016,2,HI,6626
2016,2,IL,3889
2016,2,IN,17199
2016,2,KS,167
2016,2,MA,46939
2016,2,MD,11233
2016,2,MI,360
2016,2,MN,471
2016,2,MO,1946
2016,2,NC,175091
2016,2,NJ,44947
2016,2,NM,40625
2016,2,NV,242889
2016,2,NY,6745
2016,2,OH,4993
2016,2,OK,465
2016,2,OR,2202
2016,2,PA,4209
2016,2,RI,1168
2016,2,SC,226
2016,2,TN,6251
